date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-12-02,South Korea,Portugal,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-02,Ghana,Uruguay,0.0,2.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-12-02,Cameroon,Brazil,1.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-12-02,Serbia,Switzerland,2.0,3.0,FIFA World Cup,Doha,Qatar,True
2022-12-01,Canada,Morocco,1.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-12-01,Croatia,Belgium,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Costa Rica,Germany,2.0,4.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-01,Japan,Spain,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-30,Tunisia,France,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-30,Australia,Denmark,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-30,Saudi Arabia,Mexico,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-30,Poland,Argentina,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-29,Qatar,Netherlands,0.0,1.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-29,Ecuador,Senegal,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-29,Iran,United States,0.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-11-29,Wales,England,0.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Portugal,Uruguay,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-28,South Korea,Ghana,2.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Brazil,Switzerland,1.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-28,Cameroon,Serbia,3.0,3.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-27,Croatia,Canada,4.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-27,Belgium,Morocco,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-27,Spain,Germany,1.0,1.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-27,Japan,Costa Rica,0.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-26,Tunisia,Australia,0.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-26,Argentina,Mexico,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-26,Poland,Saudi Arabia,2.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-26,France,Denmark,2.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-11-25,England,United States,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-25,Wales,Iran,0.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-25,Netherlands,Ecuador,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-25,Qatar,Senegal,1.0,3.0,FIFA World Cup,Doha,Qatar,False
2022-11-24,Portugal,Ghana,3.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-24,Uruguay,South Korea,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-24,Brazil,Serbia,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-24,Switzerland,Cameroon,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-23,Belgium,Canada,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-23,Morocco,Croatia,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-23,Spain,Costa Rica,7.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-23,Germany,Japan,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-22,Mexico,Poland,0.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-22,Argentina,Saudi Arabia,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-22,France,Australia,4.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-22,Denmark,Tunisia,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-21,United States,Wales,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-21,England,Iran,6.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-21,Senegal,Netherlands,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-20,Norway,Finland,1.0,1.0,Friendly,Oslo,Norway,False
2022-11-20,Austria,Italy,2.0,0.0,Friendly,Vienna,Austria,False
2022-11-20,Gambia,Guinea-Bissau,0.0,0.0,Friendly,Antalya,Turkey,True
2022-11-20,Hungary,Greece,2.0,1.0,Friendly,Budapest,Hungary,False
2022-11-20,Israel,Cyprus,2.0,3.0,Friendly,Petah Tikva,Israel,False
2022-11-20,Luxembourg,Bulgaria,0.0,0.0,Friendly,Luxembourg,Luxembourg,False
2022-11-20,Malta,Republic of Ireland,0.0,1.0,Friendly,Ta' Qali,Malta,False
2022-11-20,Moldova,Romania,0.0,5.0,Friendly,Chișinău,Moldova,False
2022-11-20,Niger,Gabon,1.0,3.0,Friendly,Antalya,Turkey,True
2022-11-20,North Macedonia,Azerbaijan,1.0,3.0,Friendly,Skopje,North Macedonia,False
2022-11-20,Slovakia,Chile,0.0,0.0,Friendly,Bratislava,Slovakia,False
2022-11-20,Slovenia,Montenegro,1.0,0.0,Friendly,Ljubljana,Slovenia,False
2022-11-20,South Africa,Angola,1.0,1.0,Friendly,Mbombela,South Africa,False
2022-11-20,Saint Lucia,San Marino,1.0,0.0,Friendly,Gros Islet,Saint Lucia,False
2022-11-20,Syria,Venezuela,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2022-11-20,Uzbekistan,Russia,0.0,0.0,Friendly,Tashkent,Uzbekistan,False
2022-11-20,Qatar,Ecuador,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-20,Oman,Belarus,2.0,0.0,Friendly,Al Ain,United Arab Emirates,True
2022-11-19,Ivory Coast,Burkina Faso,1.0,2.0,Friendly,Marrakech,Morocco,True
2022-11-19,Kuwait,Lebanon,2.0,0.0,Friendly,Dubai,United Arab Emirates,True
2022-11-19,Albania,Armenia,2.0,0.0,Friendly,Tirana,Albania,False
2022-11-19,Colombia,Paraguay,2.0,0.0,Friendly,Fort Lauderdale,United States,True
2022-11-19,Gibraltar,Andorra,1.0,0.0,Friendly,Gibraltar,Gibraltar,False
2022-11-19,Guatemala,Nicaragua,3.0,1.0,Friendly,Carson,United States,True
2022-11-19,Kosovo,Faroe Islands,1.0,1.0,Friendly,Pristina,Kosovo,False
2022-11-19,Turkey,Czech Republic,2.0,1.0,Friendly,Gaziantep,Turkey,False
2022-11-19,Peru,Bolivia,1.0,0.0,Friendly,Arequipa,Peru,False
2022-11-19,Rwanda,Sudan,1.0,0.0,Friendly,Kigali,Rwanda,False
2022-11-19,Sweden,Algeria,2.0,0.0,Friendly,Malmö,Sweden,False
2022-11-19,United Arab Emirates,Kazakhstan,2.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False
2022-11-19,Estonia,Lithuania,2.0,0.0,Baltic Cup,Tallinn,Estonia,False
2022-11-19,Latvia,Iceland,1.0,1.0,Baltic Cup,Riga,Latvia,False
2022-11-18,Dominican Republic,Cuba,1.0,1.0,Friendly,San Cristóbal,Dominican Republic,False
2022-11-18,Bahrain,Serbia,1.0,5.0,Friendly,Arad,Bahrain,False
2022-11-18,Cameroon,Panama,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-18,Egypt,Belgium,2.0,1.0,Friendly,Kuwait City,Kuwait,True
2022-11-17,Angola,Botswana,1.0,0.0,Friendly,Soweto,South Africa,True
2022-11-17,Gabon,Guinea-Bissau,3.0,1.0,Friendly,Antalya,Turkey,True
2022-11-17,Israel,Zambia,4.0,2.0,Friendly,Petah Tikva,Israel,False
2022-11-17,Niger,Libya,2.0,3.0,Friendly,Antalya,Turkey,True
2022-11-17,Japan,Canada,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2022-11-17,Jordan,Spain,1.0,3.0,Friendly,Amman,Jordan,False
2022-11-17,Luxembourg,Hungary,2.0,2.0,Friendly,Luxembourg,Luxembourg,False
2022-11-17,Malta,Greece,2.0,2.0,Friendly,Ta' Qali,Malta,False
2022-11-17,Montenegro,Slovakia,2.0,2.0,Friendly,Podgorica,Montenegro,False
2022-11-17,Morocco,Georgia,3.0,0.0,Friendly,Sharjah,United Arab Emirates,True
2022-11-17,Switzerland,Ghana,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-17,North Macedonia,Finland,1.0,1.0,Friendly,Skopje,North Macedonia,False
2022-11-17,Portugal,Nigeria,4.0,0.0,Friendly,Lisbon,Portugal,False
2022-11-17,Republic of Ireland,Norway,1.0,2.0,Friendly,Dublin,Republic of Ireland,False
2022-11-17,Romania,Slovenia,1.0,2.0,Friendly,Cluj-Napoca,Romania,False
2022-11-17,Rwanda,Sudan,0.0,0.0,Friendly,Kigali,Rwanda,False
2022-11-17,South Africa,Mozambique,2.0,1.0,Friendly,Mbombela,South Africa,False
2022-11-17,Saint Lucia,San Marino,1.0,1.0,Friendly,Gros Islet,Saint Lucia,False
2022-11-17,Syria,Belarus,0.0,1.0,Friendly,Dubai,United Arab Emirates,True
2022-11-17,Tajikistan,Russia,0.0,0.0,Friendly,Dushanbe,Tajikistan,False
2022-11-16,Dominican Republic,Cuba,2.0,4.0,Friendly,Santiago de los Caballeros,Dominican Republic,False
2022-11-16,Kosovo,Armenia,2.0,2.0,Friendly,Pristina,Kosovo,False
2022-11-16,Ivory Coast,Burundi,4.0,0.0,Friendly,Marrakech,Morocco,True
2022-11-16,Iran,Tunisia,0.0,2.0,Friendly,Doha,Qatar,True
2022-11-16,Gibraltar,Liechtenstein,2.0,0.0,Friendly,Gibraltar,Gibraltar,False
2022-11-16,Moldova,Azerbaijan,1.0,2.0,Friendly,Chișinău,Moldova,False
2022-11-16,Czech Republic,Faroe Islands,5.0,0.0,Friendly,Olomouc,Czech Republic,False
2022-11-16,Cyprus,Bulgaria,0.0,2.0,Friendly,Larnaca,Cyprus,False
2022-11-16,Andorra,Austria,0.0,1.0,Friendly,Malaga,Spain,True
2022-11-16,Algeria,Mali,1.0,1.0,Friendly,Oran,Algeria,False
2022-11-16,Albania,Italy,1.0,3.0,Friendly,Tirana,Albania,False
2022-11-16,Mexico,Sweden,1.0,2.0,Friendly,Girona,Spain,True
2022-11-16,Oman,Germany,0.0,1.0,Friendly,Muscat,Oman,False
2022-11-16,Nepal,Pakistan,1.0,0.0,Friendly,Kathmandu,Nepal,False
2022-11-16,Turkey,Scotland,2.0,1.0,Friendly,Diyarbakir,Turkey,False
2022-11-16,Latvia,Estonia,1.0,1.0,Baltic Cup,Riga,Latvia,False
2022-11-16,Lithuania,Iceland,0.0,0.0,Baltic Cup,Kaunas,Lithuania,False
2022-11-16,Uzbekistan,Kazakhstan,2.0,0.0,Friendly,Tashkent,Uzbekistan,False
2022-11-16,United Arab Emirates,Argentina,0.0,5.0,Friendly,Abu Dhabi,United Arab Emirates,False
2022-11-16,Nicaragua,El Salvador,1.0,0.0,Friendly,Managua,Nicaragua,False
2022-11-16,Saudi Arabia,Croatia,0.0,1.0,Friendly,Riyadh,Saudi Arabia,False
2022-11-16,Peru,Paraguay,1.0,0.0,Friendly,Lima,Peru,False
2022-11-16,Poland,Chile,1.0,0.0,Friendly,Warsaw,Poland,False
2022-11-15,Venezuela,Panama,2.0,2.0,Friendly,Al Hamriyah,United Arab Emirates,True
2022-11-13,Syria,Algeria,0.0,1.0,Friendly,Sharjah,United Arab Emirates,True
2022-11-12,Iraq,Ecuador,0.0,0.0,Friendly,Madrid,Spain,True
2022-11-11,South Korea,Iceland,1.0,0.0,Friendly,Hwaseong,South Korea,False
2022-11-11,Bahrain,Canada,2.0,2.0,Friendly,Isa Town,Bahrain,False
2022-11-10,Iran,Nicaragua,1.0,0.0,Friendly,Tehran,Iran,False
2022-11-10,Saudi Arabia,Panama,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-09,Mexico,Iraq,4.0,0.0,Friendly,Girona,Spain,True
2022-11-09,Costa Rica,Nigeria,2.0,0.0,Friendly,San José,Costa Rica,False
2022-11-09,Cameroon,Jamaica,1.0,1.0,Friendly,Yaoundé,Cameroon,False
2022-11-09,Albania,Qatar,0.0,1.0,Friendly,Marbella,Spain,True
2022-11-08,Brunei,Timor-Leste,0.0,1.0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False
2022-11-07,Qatar,Panama,2.0,1.0,Friendly,Marbella,Spain,True
2022-11-06,Saudi Arabia,Iceland,1.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-05,Brunei,Timor-Leste,6.0,2.0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False
2022-10-30,Saudi Arabia,Honduras,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-10-27,Qatar,Honduras,1.0,0.0,Friendly,Marbella,Spain,True
2022-10-26,Saudi Arabia,Albania,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-10-23,Qatar,Guatemala,2.0,0.0,Friendly,Málaga,Spain,True
2022-10-22,Saudi Arabia,North Macedonia,1.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-10-01,Saint Vincent and the Grenadines,Grenada,1.0,5.0,Friendly,Kingstown,Saint Vincent and the Grenadines,False
2022-09-30,Fiji,Solomon Islands,1.0,0.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-09-27,Ecuador,Japan,0.0,0.0,Kirin Challenge Cup,Düsseldorf,Germany,True
2022-09-27,South Korea,Cameroon,1.0,0.0,Friendly,Seoul,South Korea,False
2022-09-27,Ivory Coast,Guinea,3.0,1.0,Friendly,Amiens,France,True
2022-09-27,Iran,Senegal,1.0,1.0,Friendly,Maria Enzersdorf,Austria,True
2022-09-27,Indonesia,Curaçao,2.0,1.0,Friendly,Cibinong,Indonesia,False
2022-09-27,Honduras,Guatemala,2.0,1.0,Friendly,Houston,United States,True
2022-09-27,Ghana,Nicaragua,1.0,0.0,Friendly,Lorca,Spain,True
2022-09-27,Equatorial Guinea,Togo,2.0,2.0,Friendly,Casablanca,Morocco,True
2022-09-27,Egypt,Liberia,3.0,0.0,Friendly,Alexandria,Egypt,False
2022-09-27,Madagascar,Benin,3.0,1.0,Friendly,Mohammedia,Morocco,True
2022-09-27,Costa Rica,Uzbekistan,2.0,1.0,Friendly,Suwon,South Korea,True
2022-09-27,DR Congo,Sierra Leone,3.0,0.0,Friendly,Casablanca,Morocco,True
2022-09-27,Burkina Faso,Comoros,2.0,1.0,Friendly,Casablanca,Morocco,True
2022-09-27,Brunei Darussalam,Laos,1.0,0.0,Friendly,Bandar Seri Begawan,Brunei,True
2022-09-27,Brazil,Tunisia,5.0,1.0,Friendly,Paris,France,True
2022-09-27,Bahrain,Panama,0.0,2.0,Friendly,Riffa,Bahrain,False
2022-09-27,Argentina,Jamaica,3.0,0.0,Friendly,Harrison,United States,True
2022-09-27,Algeria,Nigeria,2.0,1.0,Friendly,Oran,Algeria,False
2022-09-27,Fiji,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-09-27,Canada,Uruguay,0.0,2.0,Friendly,Bratislava,Slovakia,True
2022-09-27,Libya,Tanzania,2.0,1.0,Friendly,Benghazi,Libya,False
2022-09-27,Malta,Israel,2.0,1.0,Friendly,Ta' Qali,Malta,False
2022-09-27,Portugal,Spain,0.0,1.0,UEFA Nations League,Braga,Portugal,False
2022-09-27,Mauritania,Congo,2.0,0.0,Friendly,Mohammedia,Morocco,True
2022-09-27,Greece,Northern Ireland,3.0,1.0,UEFA Nations League,Athens,Greece,False
2022-09-27,Kosovo,Cyprus,5.0,1.0,UEFA Nations League,Pristina,Kosovo,False
2022-09-27,Sweden,Slovenia,1.0,1.0,UEFA Nations League,Stockholm,Sweden,False
2022-09-27,Norway,Serbia,0.0,2.0,UEFA Nations League,Oslo,Norway,False
2022-09-27,Albania,Iceland,1.0,1.0,UEFA Nations League,Tirana,Albania,False
2022-09-27,Ukraine,Scotland,0.0,0.0,UEFA Nations League,Kraków,Poland,True
2022-09-27,Republic of Ireland,Armenia,3.0,2.0,UEFA Nations League,Dublin,Republic of Ireland,False
2022-09-27,Switzerland,Czech Republic,2.0,1.0,UEFA Nations League,St. Gallen,Switzerland,False
2022-09-27,Vietnam,India,3.0,0.0,Friendly,Ho Chi Minh City,Vietnam,False
2022-09-27,United Arab Emirates,Venezuela,0.0,4.0,Friendly,Wiener Neustadt,Austria,True
2022-09-27,South Africa,Botswana,1.0,0.0,Friendly,Johannesburg,South Africa,False
2022-09-27,Saudi Arabia,United States,0.0,0.0,Friendly,Murcia,Spain,True
2022-09-27,Qatar,Chile,2.0,2.0,Friendly,Vienna,Austria,True
2022-09-27,Peru,El Salvador,4.0,1.0,Friendly,Washington,United States,True
2022-09-27,Paraguay,Morocco,0.0,0.0,Friendly,Sevilla,Spain,True
2022-09-27,Nepal,Bangladesh,3.0,1.0,Friendly,Kathmandu,Nepal,False
2022-09-27,Mexico,Colombia,2.0,3.0,Friendly,Santa Clara,United States,True
2022-09-26,Montenegro,Finland,0.0,2.0,UEFA Nations League,Podgorica,Montenegro,False
2022-09-26,Ethiopia,Sudan,2.0,2.0,Friendly,Addis Ababa,Ethiopia,False
2022-09-26,Iraq,Syria,1.0,0.0,Jordan International Tournament,Amman,Jordan,True
2022-09-26,England,Germany,3.0,3.0,UEFA Nations League,London,England,False
2022-09-26,Hungary,Italy,0.0,2.0,UEFA Nations League,Budapest,Hungary,False
2022-09-26,Jordan,Oman,1.0,0.0,Jordan International Tournament,Amman,Jordan,False
2022-09-26,Romania,Bosnia and Herzegovina,4.0,1.0,UEFA Nations League,Bucharest,Romania,False
2022-09-26,North Macedonia,Bulgaria,0.0,1.0,UEFA Nations League,Skopje,North Macedonia,False
2022-09-26,San Marino,Estonia,0.0,4.0,UEFA Nations League,Serravalle,San Marino,False
2022-09-26,Gibraltar,Georgia,1.0,2.0,UEFA Nations League,Gibraltar,Gibraltar,False
2022-09-25,Netherlands,Belgium,1.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False
2022-09-25,Thailand,Trinidad and Tobago,2.0,1.0,King's Cup,Chiang Mai,Thailand,False
2022-09-25,Malaysia,Tajikistan,0.0,0.0,King's Cup,Chiang Mai,Thailand,True
2022-09-25,New Zealand,Australia,0.0,2.0,Friendly,Auckland,New Zealand,False
2022-09-25,Austria,Croatia,1.0,3.0,UEFA Nations League,Vienna,Austria,False
2022-09-25,Denmark,France,2.0,0.0,UEFA Nations League,Copenhagen,Denmark,False
2022-09-25,Wales,Poland,0.0,1.0,UEFA Nations League,Cardiff,Wales,False
2022-09-25,Niger,Liberia,0.0,0.0,Friendly,Cairo,Egypt,True
2022-09-25,Faroe Islands,Turkey,2.0,1.0,UEFA Nations League,Tórshavn,Faroe Islands,False
2022-09-25,Slovakia,Belarus,1.0,1.0,UEFA Nations League,Bačka Topola,Serbia,True
2022-09-25,Azerbaijan,Kazakhstan,3.0,0.0,UEFA Nations League,Baku,Azerbaijan,False
2022-09-25,Andorra,Latvia,1.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False
2022-09-25,Moldova,Liechtenstein,2.0,0.0,UEFA Nations League,Chișinău,Moldova,False
2022-09-25,Luxembourg,Lithuania,1.0,0.0,UEFA Nations League,Luxembourg,Luxembourg,False
2022-09-24,India,Singapore,1.0,1.0,Friendly,Ho Chi Minh City,Vietnam,True
2022-09-24,Madagascar,Congo,3.0,3.0,Friendly,Mohammedia,Morocco,True
2022-09-24,Laos,Maldives,1.0,3.0,Friendly,Bandar Seri Begawan,Brunei,True
2022-09-24,Ivory Coast,Togo,2.0,1.0,Friendly,Rouen,France,True
2022-09-24,Indonesia,Curaçao,3.0,2.0,Friendly,Bandung,Indonesia,False
2022-09-24,Fiji,Solomon Islands,2.0,2.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-09-24,Hong Kong,Myanmar,0.0,0.0,Friendly,Hong Kong,Hong Kong,False
2022-09-24,Grenada,Saint Vincent and the Grenadines,1.0,3.0,Friendly,Carriacou,Grenada,False
2022-09-24,Colombia,Guatemala,4.0,1.0,Friendly,Harrison,United States,True
2022-09-24,Bolivia,Senegal,0.0,2.0,Friendly,Orléans,France,True
2022-09-24,Mexico,Peru,1.0,0.0,Friendly,Pasadena,United States,True
2022-09-24,Mauritania,Benin,1.0,0.0,Friendly,Mohammedia,Morocco,True
2022-09-24,Spain,Switzerland,1.0,2.0,UEFA Nations League,Zaragoza,Spain,False
2022-09-24,South Africa,Sierra Leone,4.0,0.0,Friendly,Johannesburg,South Africa,False
2022-09-24,Scotland,Republic of Ireland,2.0,1.0,UEFA Nations League,Glasgow,Scotland,False
2022-09-24,Cyprus,Greece,1.0,0.0,UEFA Nations League,Larnaca,Cyprus,False
2022-09-24,Northern Ireland,Kosovo,2.0,1.0,UEFA Nations League,Belfast,Northern Ireland,False
2022-09-24,Serbia,Sweden,4.0,1.0,UEFA Nations League,Belgrade,Serbia,False
2022-09-24,Israel,Albania,2.0,1.0,UEFA Nations League,Tel Aviv,Israel,False
2022-09-24,Slovenia,Norway,2.0,1.0,UEFA Nations League,Ljubljana,Slovenia,False
2022-09-24,Armenia,Ukraine,0.0,5.0,UEFA Nations League,Yerevan,Armenia,False
2022-09-24,Tanzania,Uganda,1.0,0.0,Friendly,Benghazi,Libya,True
2022-09-24,Czech Republic,Portugal,0.0,4.0,UEFA Nations League,Prague,Czech Republic,False
2022-09-24,Vanuatu,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup,Port Vila,Vanuatu,False
2022-09-23,Cameroon,Uzbekistan,0.0,2.0,Friendly,Goyang,South Korea,True
2022-09-23,Iraq,Oman,1.0,1.0,Jordan International Tournament,Amman,Jordan,True
2022-09-23,Iran,Uruguay,1.0,0.0,Friendly,Sankt Pölten,Austria,True
2022-09-23,Egypt,Niger,3.0,0.0,Friendly,Alexandria,Egypt,False
2022-09-23,DR Congo,Burkina Faso,0.0,1.0,Friendly,Casablanca,Morocco,True
2022-09-23,Canada,Qatar,2.0,0.0,Friendly,Vienna,Austria,True
2022-09-23,Japan,United States,2.0,0.0,Kirin Challenge Cup,Düsseldorf,Germany,True
2022-09-23,Brazil,Ghana,3.0,0.0,Friendly,Le Havre,France,True
2022-09-23,Bahrain,Cape Verde,1.0,2.0,Friendly,Riffa,Bahrain,False
2022-09-23,Argentina,Honduras,3.0,0.0,Friendly,Miami Gardens,United States,True
2022-09-23,Algeria,Guinea,1.0,0.0,Friendly,Oran,Algeria,False
2022-09-23,South Korea,Costa Rica,2.0,2.0,Friendly,Goyang,South Korea,False
2022-09-23,Jordan,Syria,2.0,0.0,Jordan International Tournament,Amman,Jordan,False
2022-09-23,Morocco,Chile,2.0,0.0,Friendly,Barcelona,Spain,True
2022-09-23,Mali,Zambia,1.0,0.0,Friendly,Bamako,Mali,False
2022-09-23,Italy,England,1.0,0.0,UEFA Nations League,Milan,Italy,False
2022-09-23,Estonia,Malta,2.0,1.0,UEFA Nations League,Tallinn,Estonia,False
2022-09-23,Bulgaria,Gibraltar,5.0,1.0,UEFA Nations League,Razgrad,Bulgaria,False
2022-09-23,Finland,Romania,1.0,1.0,UEFA Nations League,Helsinki,Finland,False
2022-09-23,Bosnia and Herzegovina,Montenegro,1.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
2022-09-23,Georgia,North Macedonia,2.0,0.0,UEFA Nations League,Tbilisi,Georgia,False
2022-09-23,Germany,Hungary,0.0,1.0,UEFA Nations League,Leipzig,Germany,False
2022-09-23,Saudi Arabia,Ecuador,0.0,0.0,Friendly,Murcia,Spain,True
2022-09-23,Rwanda,Equatorial Guinea,0.0,0.0,Friendly,Berrechid,Egypt,True
2022-09-23,Paraguay,United Arab Emirates,1.0,0.0,Friendly,Wiener Neustadt,Austria,True
2022-09-22,France,Austria,2.0,0.0,UEFA Nations League,Paris,France,False
2022-09-22,Cambodia,Bangladesh,0.0,1.0,Friendly,Phnom Penh,Cambodia,False
2022-09-22,Comoros,Tunisia,0.0,1.0,Friendly,Orléans,France,True
2022-09-22,Iceland,Venezuela,1.0,0.0,Friendly,Maria Enzersdorf,Austria,True
2022-09-22,Suriname,Nicaragua,2.0,1.0,Friendly,Almere,Netherlands,True
2022-09-22,Thailand,Malaysia,1.0,1.0,King's Cup,Chiang Mai,Thailand,False
2022-09-22,Trinidad and Tobago,Tajikistan,1.0,2.0,King's Cup,Chiang Mai,Thailand,True
2022-09-22,Croatia,Denmark,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False
2022-09-22,Australia,New Zealand,1.0,0.0,Friendly,Brisbane,Australia,False
2022-09-22,Belgium,Wales,2.0,1.0,UEFA Nations League,Brussels,Belgium,False
2022-09-22,Slovakia,Azerbaijan,1.0,2.0,UEFA Nations League,Trnava,Slovakia,False
2022-09-22,Liechtenstein,Andorra,0.0,2.0,UEFA Nations League,Vaduz,Liechtenstein,False
2022-09-22,Latvia,Moldova,1.0,2.0,UEFA Nations League,Riga,Latvia,False
2022-09-22,Poland,Netherlands,0.0,2.0,UEFA Nations League,Warsaw,Poland,False
2022-09-22,Kazakhstan,Belarus,2.0,1.0,UEFA Nations League,Astana,Kazakhstan,False
2022-09-22,Turkey,Luxembourg,3.0,3.0,UEFA Nations League,Istanbul,Turkey,False
2022-09-22,Lithuania,Faroe Islands,1.0,1.0,UEFA Nations League,Vilnius,Lithuania,False
2022-09-21,Scotland,Ukraine,3.0,0.0,UEFA Nations League,Glasgow,Scotland,False
2022-09-21,Vietnam,Singapore,4.0,0.0,Friendly,Ho Chi Minh City,Vietnam,False
2022-09-21,San Marino,Seychelles,0.0,0.0,Friendly,Serravalle,San Marino,False
2022-09-21,Libya,Uganda,0.0,0.0,Friendly,Benghazi,Libya,False
2022-09-21,Hong Kong,Myanmar,2.0,0.0,Friendly,Hong Kong,Hong Kong,False
2022-09-21,Brunei Darussalam,Maldives,0.0,3.0,Friendly,Bandar Seri Begawan,Brunei,True
2022-09-21,Solomon Islands,New Caledonia,1.0,0.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-09-17,Fiji,New Caledonia,1.0,0.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-08-31,Mexico,Paraguay,0.0,1.0,Friendly,Atlanta,United States,True
2022-06-19,Aymara,Maule Sur,0.0,1.0,CONIFA South America Football Cup,Linares,Chile,True
2022-06-18,Mapuche,Aymara,3.0,1.0,CONIFA South America Football Cup,Linares,Chile,True
2022-06-17,Mapuche,Maule Sur,0.0,1.0,CONIFA South America Football Cup,Linares,Chile,True
2022-06-14,French Guiana,Belize,1.0,0.0,CONCACAF Nations League,Cayenne,French Guiana,False
2022-06-14,Bahrain,Turkmenistan,1.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
2022-06-14,El Salvador,United States,1.0,1.0,CONCACAF Nations League,San Salvador,El Salvador,False
2022-06-14,Jamaica,Mexico,1.0,1.0,CONCACAF Nations League,Kingston,Jamaica,False
2022-06-14,Kyrgyzstan,Tajikistan,0.0,0.0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan,False
2022-06-14,Myanmar,Singapore,2.0,6.0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan,True
2022-06-14,Malaysia,Bangladesh,4.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
